ft-MSL, acres, acre-feet
644.4,11100,579456
644.5,11117,580567
644.6,11133,581679
644.7,11150,582794
644.8,11167,583909
644.9,11184,585027
645.0,11202,586146
645.1,11220,587267
645.2,11240,588391
645.3,11264,589515
645.4,11306,590644
645.5,11343,591776
645.6,11375,592912
645.7,11403,594051
645.8,11430,595193
645.9,11454,596337
646.0,11478,597484
646.1,11500,598632
646.2,11521,599784
646.3,11542,600937
646.4,11563,602092
646.5,11583,603249
646.6,11602,604408
646.7,11621,605570
646.8,11641,606733
646.9,11660,607898
647.0,11679,609065
647.1,11698,610233
647.2,11717,611405
647.3,11735,612577
647.4,11754,613752
647.5,11772,614928
647.6,11790,616106
647.7,11808,617286
647.8,11826,618467
647.9,11844,619651
648.0,11862,620836
648.1,11880,622023
648.2,11898,623212
648.3,11915,624403
648.4,11932,625595
648.5,11950,626789
648.6,11967,627985
648.7,11984,629183
648.8,12001,630382
648.9,12019,631583
649.0,12037,632786
649.1,12055,633990
649.2,12073,635197
649.3,12091,636405
649.4,12109,637615
649.5,12127,638826
649.6,12145,640040
649.7,12162,641256
649.8,12180,642472
649.9,12198,643692
650.0,12216,644912
650.1,12235,646134
650.2,12253,647359
650.3,12272,648585
650.4,12291,649814
650.5,12309,651043
650.6,12327,652275
650.7,12345,653509
650.8,12363,654744
650.9,12382,655982
651.0,12399,657221
651.1,12417,658461
651.2,12436,659704
651.3,12454,660948
651.4,12472,662195
651.5,12491,663443
651.6,12509,664693
651.7,12528,665945
651.8,12547,667198
651.9,12565,668454
652.0,12583,669711
652.1,12601,670970
652.2,12619,672232
652.3,12637,673494
652.4,12655,674759
652.5,12674,676026
652.6,12692,677294
652.7,12711,678564
652.8,12729,679836
652.9,12748,681110
653.0,12767,682386
653.1,12786,683663
653.2,12804,684943
653.3,12823,686224
653.4,12842,687508
653.5,12861,688792
653.6,12879,690079
653.7,12898,691368
653.8,12917,692659
653.9,12935,693952
654.0,12954,695246
654.1,12972,696542
654.2,12990,697841
654.3,13009,699140
654.4,13027,700442
654.5,13045,701746
654.6,13063,703051
654.7,13081,704358
654.8,13099,705667
654.9,13118,706979
655.0,13136,708291
655.1,13154,709605
655.2,13173,710922
655.3,13191,712240
655.4,13209,713560
655.5,13227,714882
655.6,13246,716205
655.7,13264,717531
655.8,13283,718858
655.9,13302,720188
656.0,13321,721518
656.1,13340,722851
656.2,13359,724187
656.3,13378,725523
656.4,13397,726862
656.5,13416,728203
656.6,13435,729545
656.7,13454,730890
656.8,13473,732236
656.9,13492,733584
657.0,13511,734934
657.1,13531,736286
657.2,13550,737641
657.3,13569,738996
657.4,13588,740355
657.5,13608,741714
657.6,13627,743075
657.7,13647,744440
657.8,13667,745805
657.9,13686,747173
658.0,13706,748542
658.1,13726,749914
658.2,13746,751288
658.3,13767,752663
658.4,13787,754041
658.5,13808,755421
658.6,13829,756802
658.7,13849,758187
658.8,13869,759572
658.9,13890,760961
659.0,13910,762350
659.1,13930,763742
659.2,13951,765137
659.3,13971,766532
659.4,13991,767931
659.5,14011,769331
659.6,14032,770732
659.7,14052,772137
659.8,14071,773543
659.9,14091,774952
660.0,14111,776361
660.1,14131,777773
660.2,14151,779188
660.3,14171,780603
660.4,14190,782022
660.5,14210,783442
660.6,14229,784863
660.7,14249,786288
660.8,14269,787713
660.9,14289,789142
661.0,14310,790571
661.1,14330,792003
661.2,14350,793437
661.3,14370,794873
661.4,14391,796312
661.5,14411,797751
661.6,14431,799193
661.7,14452,800638
661.8,14473,802084
661.9,14494,803533
662.0,14515,804983
662.1,14537,806435
662.2,14558,807890
662.3,14580,809347
662.4,14602,810806
662.5,14624,812267
662.6,14646,813730
662.7,14668,815197
662.8,14690,816664
662.9,14712,818135
663.0,14734,819607
663.1,14756,821081
663.2,14779,822558
663.3,14801,824037
663.4,14824,825518
663.5,14846,827001
663.6,14869,828487
663.7,14891,829975
663.8,14913,831465
663.9,14935,832958
664.0,14957,834452
664.1,14978,835949
664.2,14999,837448
664.3,15021,838949
664.4,15042,840452
664.5,15063,841957
664.6,15085,843464
664.7,15106,844974
664.8,15127,846486
664.9,15148,848000
665.0,15170,849515
665.1,15192,851033
665.2,15213,852554
665.3,15235,854076
665.4,15257,855601
665.5,15279,857127
665.6,15301,858656
665.7,15324,860188
665.8,15346,861721
665.9,15369,863257
666.0,15392,864795
666.1,15415,866335
666.2,15438,867878
666.3,15462,869423
666.4,15486,870971
666.5,15510,872520
666.6,15534,874072
666.7,15559,875627
666.8,15584,877184
666.9,15609,878744
667.0,15634,880306
667.1,15660,881870
667.2,15685,883438
667.3,15711,885007
667.4,15737,886580
667.5,15763,888155
667.6,15789,889732
667.7,15814,891313
667.8,15840,892895
667.9,15865,894481
668.0,15890,896069
668.1,15914,897658
668.2,15939,899252
668.3,15964,900846
668.4,15990,902445
668.5,16015,904044
668.6,16040,905647
668.7,16065,907253
668.8,16090,908860
668.9,16115,910471
669.0,16140,912083
669.1,16165,913698
669.2,16190,915317
669.3,16215,916936
669.4,16240,918560
669.5,16265,920185
669.6,16290,921812
669.7,16314,923443
669.8,16339,925075
669.9,16364,926711
670.0,16388,928348
670.1,16413,929987
670.2,16437,931631
670.3,16461,933275
670.4,16486,934923
670.5,16510,936572
670.6,16535,938224
670.7,16560,939880
670.8,16584,941536
670.9,16609,943197
671.0,16634,944858
671.1,16658,946523
671.2,16683,948190
671.3,16708,949859
671.4,16732,951532
671.5,16757,953206
671.6,16781,954883
671.7,16805,956563
671.8,16830,958244
671.9,16854,959929
672.0,16879,961615
672.1,16904,963304
672.2,16928,964996
672.3,16952,966689
672.4,16976,968387
672.5,17001,970085
672.6,17025,971786
672.7,17048,973490
672.8,17072,975196
672.9,17096,976905
673.0,17120,978615
673.1,17143,980328
673.2,17166,982044
673.3,17190,983761
673.4,17213,985482
673.5,17237,987204
673.6,17260,988929
673.7,17284,990656
673.8,17309,992386
673.9,17333,994118
674.0,17359,995853
674.1,17384,997589
674.2,17409,999329
674.3,17434,1001071
674.4,17459,1002816
674.5,17484,1004563
674.6,17509,1006312
674.7,17535,1008065
674.8,17560,1009819
674.9,17586,1011577
675.0,17612,1013337
675.1,17638,1015099
675.2,17664,1016864
675.3,17690,1018632
675.4,17717,1020403
675.5,17744,1022175
675.6,17770,1023950
675.7,17797,1025730
675.8,17823,1027510
675.9,17849,1029294
676.0,17874,1031080
676.1,17899,1032868
676.2,17924,1034660
676.3,17950,1036453
676.4,17975,1038250
676.5,18000,1040048
676.6,18024,1041849
676.7,18049,1043653
676.8,18073,1045459
676.9,18098,1047268
677.0,18123,1049079
677.1,18147,1050892
677.2,18172,1052709
677.3,18197,1054527
677.4,18222,1056348
677.5,18247,1058171
677.6,18272,1059997
677.7,18296,1061826
677.8,18320,1063656
677.9,18344,1065490
678.0,18368,1067325
678.1,18391,1069163
678.2,18415,1071004
678.3,18438,1072846
678.4,18461,1074691
678.5,18485,1076538
678.6,18508,1078388
678.7,18531,1080240
678.8,18555,1082094
678.9,18578,1083951
679.0,18602,1085810
679.1,18625,1087671
679.2,18649,1089535
679.3,18672,1091401
679.4,18696,1093270
679.5,18719,1095140
679.6,18742,1097013
679.7,18766,1098889
679.8,18789,1100766
679.9,18812,1102647
680.0,18836,1104529
680.1,18859,1106413
680.2,18882,1108301
680.3,18904,1110189
680.4,18927,1112082
680.5,18950,1113975
680.6,18972,1115871
680.7,18995,1117770
680.8,19017,1119670
680.9,19040,1121574
681.0,19062,1123478
681.1,19084,1125385
681.2,19107,1127295
681.3,19130,1129207
681.4,19153,1131121
681.5,19176,1133037
681.6,19297,1134956
681.7,19339,1136888
681.8,19377,1138824
681.9,19413,1140764
682.0,19446,1142706
682.1,19477,1144652
682.2,19507,1146602
682.3,19536,1148554
682.4,19565,1150509
682.5,19594,1152467
682.6,19623,1154427
682.7,19652,1156392
682.8,19682,1158358
682.9,19713,1160328
683.0,19745,1162301
683.1,19775,1164276
683.2,19803,1166256
683.3,19831,1168237
683.4,19857,1170222
683.5,19883,1172209
683.6,19909,1174198
683.7,19935,1176191
683.8,19960,1178185
683.9,19985,1180183
684.0,20011,1182183
684.1,20036,1184184
684.2,20061,1186190
684.3,20086,1188197
684.4,20111,1190207
684.5,20136,1192219
684.6,20161,1194233
684.7,20185,1196251
684.8,20210,1198271
684.9,20235,1200294
685.0,20259,1202318
685.1,20283,1204344
685.2,20307,1206375
685.3,20330,1208406
685.4,20354,1210441
685.5,20377,1212477
685.6,20400,1214515
685.7,20424,1216557
685.8,20447,1218600
685.9,20471,1220647
686.0,20495,1222695
686.1,20519,1224745
686.2,20544,1226799
686.3,20568,1228854
686.4,20593,1230913
686.5,20617,1232973
686.6,20641,1235035
686.7,20665,1237101
686.8,20689,1239168
686.9,20713,1241239
687.0,20737,1243311
687.1,20761,1245386
687.2,20785,1247464
687.3,20808,1249543
687.4,20832,1251626
687.5,20856,1253709
687.6,20879,1255796
687.7,20903,1257885
687.8,20926,1259976
687.9,20950,1262071
688.0,20974,1264167
688.1,20997,1266265
688.2,21021,1268366
688.3,21045,1270469
688.4,21069,1272576
688.5,21093,1274683
688.6,21116,1276793
688.7,21140,1278907
688.8,21164,1281021
688.9,21188,1283140
689.0,21212,1285259
689.1,21236,1287381
689.2,21260,1289507
689.3,21283,1291633
689.4,21307,1293764
689.5,21331,1295895
689.6,21355,1298029
689.7,21379,1300166
689.8,21402,1302305
689.9,21426,1304447
690.0,21450,1306590
690.1,21475,1308736
690.2,21499,1310886
690.3,21524,1313036
690.4,21548,1315191
690.5,21573,1317346
690.6,21598,1319504
690.7,21623,1321666
690.8,21647,1323829
690.9,21672,1325996
691.0,21696,1328163
691.1,21721,1330334
691.2,21745,1332508
691.3,21770,1334683
691.4,21795,1336862
691.5,21820,1339042
691.6,21845,1341225
691.7,21870,1343412
691.8,21895,1345599
691.9,21920,1347791
692.0,21945,1349983
692.1,21971,1352179
692.2,21996,1354378
692.3,22021,1356578
692.4,22047,1358782
692.5,22072,1360988
692.6,22098,1363196
692.7,22123,1365408
692.8,22149,1367621
692.9,22174,1369838
693.0,22200,1372056
693.1,22226,1374276
693.2,22252,1376501
693.3,22278,1378727
693.4,22304,1380957
693.5,22330,1383188
693.6,22356,1385422
693.7,22382,1387659
693.8,22409,1389898
693.9,22435,1392141
694.0,22462,1394386
694.1,22488,1396633
694.2,22515,1398884
694.3,22542,1401136
694.4,22568,1403392
694.5,22595,1405650
694.6,22622,1407910
694.7,22648,1410174
694.8,22675,1412440
694.9,22702,1414710
695.0,22729,1416981
695.1,22756,1419254
695.2,22783,1421532
695.3,22810,1423811
695.4,22837,1426094
695.5,22865,1428379
695.6,22892,1430666
695.7,22920,1432958
695.8,22947,1435250
695.9,22974,1437547
696.0,23002,1439846
696.1,23029,1442147
696.2,23057,1444452
696.3,23085,1446758
696.4,23112,1449069
696.5,23140,1451381
696.6,23168,1453696
696.7,23196,1456015
696.8,23224,1458335
696.9,23252,1460660
697.0,23280,1462986
697.1,23308,1465315
697.2,23336,1467648
697.3,23364,1469982
697.4,23392,1472321
697.5,23419,1474661
697.6,23447,1477004
697.7,23475,1479351
697.8,23502,1481699
697.9,23530,1484051
698.0,23558,1486405
698.1,23586,1488762
698.2,23614,1491123
698.3,23642,1493485
698.4,23671,1495852
698.5,23699,1498219
698.6,23729,1500590
698.7,23758,1502966
698.8,23788,1505342
698.9,23818,1507723
699.0,23848,1510106
699.1,23878,1512492
699.2,23908,1514882
699.3,23938,1517274
699.4,23968,1519670
699.5,23998,1522067
699.6,24027,1524468
699.7,24057,1526873
699.8,24087,1529280
699.9,24117,1531691
700.0,24147,1534104
700.1,24177,1536519
700.2,24207,1538939
700.3,24236,1541361
700.4,24266,1543787
700.5,24296,1546214
700.6,24327,1548645
700.7,24357,1551080
700.8,24388,1553517
700.9,24418,1555958
701.0,24449,1558400
701.1,24479,1560846
701.2,24510,1563297
701.3,24540,1565749
701.4,24571,1568205
701.5,24601,1570663
701.6,24632,1573124
701.7,24663,1575590
701.8,24693,1578057
701.9,24724,1580529
702.0,24754,1583002
702.1,24785,1585478
702.2,24816,1587959
702.3,24846,1590442
702.4,24877,1592929
702.5,24908,1595417
702.6,24938,1597909
702.7,24970,1600405
702.8,25001,1602903
702.9,25032,1605406
703.0,25064,1607910
703.1,25096,1610417
703.2,25127,1612930
703.3,25159,1615443
703.4,25191,1617962
703.5,25222,1620482
703.6,25253,1623005
703.7,25284,1625533
703.8,25316,1628062
703.9,25347,1630596
704.0,25379,1633132
704.1,25410,1635670
704.2,25442,1638214
704.3,25474,1640759
704.4,25506,1643309
704.5,25537,1645861
704.6,25570,1648415
704.7,25602,1650975
704.8,25635,1653536
704.9,25667,1656102
705.0,25700,1658670
705.1,25734,1661241
705.2,25768,1663817
705.3,25802,1666395
705.4,25835,1668978
705.5,25869,1671562
705.6,25904,1674150
705.7,25938,1676743
705.8,25972,1679338
705.9,26006,1681938
706.0,26041,1684540
706.1,26075,1687145
706.2,26109,1689755
706.3,26144,1692367
706.4,26178,1694984
706.5,26212,1697603
706.6,26247,1700225
706.7,26281,1702852
706.8,26316,1705482
706.9,26351,1708116
707.0,26387,1710752
707.1,26422,1713392
707.2,26457,1716037
707.3,26493,1718684
707.4,26528,1721336
707.5,26564,1723990
707.6,26600,1726647
707.7,26635,1729310
707.8,26671,1731975
707.9,26707,1734645
708.0,26743,1737316
708.1,26778,1739992
708.2,26813,1742672
708.3,26848,1745355
708.4,26884,1748042
708.5,26920,1750732
708.6,26955,1753425
708.7,26991,1756123
708.8,27026,1758823
708.9,27062,1761529
709.0,27098,1764236
709.1,27133,1766947
709.2,27169,1769663
709.3,27205,1772381
709.4,27241,1775104
709.5,27277,1777830
709.6,27312,1780558
709.7,27348,1783292
709.8,27384,1786028
709.9,27421,1788770
710.0,27458,1791513
710.1,27494,1794260
710.2,27531,1797012
710.3,27568,1799766
710.4,27605,1802526
710.5,27642,1805288
710.6,27679,1808053
710.7,27716,1810824
710.8,27753,1813597
710.9,27790,1816375
711.0,27827,1819155
711.1,27863,1821939
711.2,27900,1824728
711.3,27936,1827519
711.4,27973,1830315
711.5,28010,1833114
711.6,28047,1835916
711.7,28084,1838724
711.8,28122,1841533
711.9,28159,1844348
712.0,28197,1847165
712.1,28234,1849986
712.2,28271,1852813
712.3,28309,1855641
712.4,28346,1858475
712.5,28383,1861310
712.6,28420,1864150
712.7,28457,1866995
712.8,28495,1869842
712.9,28532,1872694
713.0,28569,1875548
713.1,28606,1878406
713.2,28643,1881270
713.3,28679,1884135
713.4,28716,1887006
713.5,28753,1889879
713.6,28790,1892755
713.7,28827,1895637
713.8,28864,1898521
713.9,28901,1901410
714.0,28938,1904302
714.1,28976,1907197
714.2,29013,1910097
714.3,29050,1912999
714.4,29087,1915907
714.5,29124,1918817
714.6,29160,1921731
714.7,29197,1924650
714.8,29234,1927570
714.9,29271,1930497
715.0,29308,1933425
715.1,29344,1936357
715.2,29381,1939294
715.3,29418,1942233
715.4,29454,1945178
715.5,29491,1948125
715.6,29527,1951075
715.7,29564,1954030
715.8,29602,1956988
715.9,29639,1959951
716.0,29677,1962916
716.1,29714,1965885
716.2,29753,1968859
716.3,29791,1971836
716.4,29828,1974818
716.5,29866,1977802
716.6,29904,1980790
716.7,29941,1983783
716.8,29979,1986778
716.9,30017,1989779
717.0,30054,1992782
717.1,30092,1995789
717.2,30130,1998801
717.3,30167,2001815
717.4,30205,2004835
717.5,30242,2007856
717.6,30279,2010881
717.7,30317,2013912
717.8,30354,2016945
717.9,30391,2019984
718.0,30429,2023024
718.1,30466,2026068
718.2,30503,2029117
718.3,30541,2032169
718.4,30578,2035226
718.5,30615,2038285
718.6,30652,2041347
718.7,30690,2044416
718.8,30727,2047486
718.9,30765,2050562
719.0,30802,2053639
719.1,30840,2056721
719.2,30878,2059807
719.3,30915,2062896
719.4,30953,2065991
719.5,30990,2069087
719.6,31028,2072187
719.7,31065,2075293
719.8,31102,2078401
719.9,31139,2081514
720.0,31177,2084629
720.1,31214,2087748
720.2,31252,2090872
720.3,31290,2093998
720.4,31328,2097130
720.5,31367,2100264
720.6,31406,2103402
720.7,31446,2106546
720.8,31485,2109692
720.9,31524,2112843
721.0,31563,2115997
721.1,31602,2119154
721.2,31640,2122318
721.3,31679,2125483
721.4,31717,2128654
721.5,31756,2131827
721.6,31795,2135004
721.7,31834,2138186
721.8,31873,2141371
721.9,31913,2144561
722.0,31952,2147754
722.1,31991,2150950
722.2,32031,2154152
722.3,32070,2157357
722.4,32109,2160567
722.5,32148,2163779
722.6,32187,2166995
722.7,32226,2170217
722.8,32265,2173440
722.9,32304,2176670
723.0,32343,2179902
723.1,32382,2183137
723.2,32421,2186378
723.3,32460,2189622
723.4,32500,2192871
723.5,32539,2196122
723.6,32579,2199377
723.7,32618,2202638
723.8,32658,2205901
723.9,32697,2209170
724.0,32737,2212441
724.1,32777,2215716
724.2,32818,2218997
724.3,32858,2222280
724.4,32898,2225569
724.5,32938,2228860
724.6,32978,2232155
724.7,33019,2235456
724.8,33059,2238759
724.9,33099,2242068
725.0,33139,2245379
725.1,33179,2248694
725.2,33220,2252015
725.3,33260,2255338
725.4,33301,2258668
725.5,33342,2261999
725.6,33383,2265334
725.7,33424,2268676
725.8,33466,2272020
725.9,33507,2275370
726.0,33548,2278721
726.1,33589,2282078
726.2,33630,2285440
726.3,33671,2288804
726.4,33712,2292174
726.5,33752,2295547
726.6,33793,2298923
726.7,33834,2302306
726.8,33874,2305690
726.9,33915,2309081
727.0,33956,2312474
727.1,33997,2315870
727.2,34037,2319273
727.3,34078,2322678
727.4,34119,2326089
727.5,34161,2329503
727.6,34202,2332920
727.7,34243,2336343
727.8,34285,2339769
727.9,34326,2343201
728.0,34367,2346634
728.1,34408,2350072
728.2,34449,2353516
728.3,34490,2356963
728.4,34531,2360415
728.5,34572,2363869
728.6,34613,2367328
728.7,34654,2370792
728.8,34695,2374259
728.9,34737,2377732
729.0,34778,2381207
729.1,34819,2384686
729.2,34860,2388171
729.3,34902,2391658
729.4,34945,2395152
729.5,34987,2398647
729.6,35029,2402147
729.7,35071,2405654
729.8,35113,2409162
729.9,35156,2412677
730.0,35198,2416194
730.1,35241,2419715
730.2,35283,2423242
730.3,35326,2426772
730.4,35369,2430308
730.5,35411,2433846
730.6,35454,2437388
730.7,35496,2440937
730.8,35539,2444488
730.9,35581,2448045
731.0,35623,2451605
731.1,35665,2455168
731.2,35706,2458738
731.3,35748,2462310
731.4,35789,2465888
731.5,35831,2469468
731.6,35872,2473052
731.7,35914,2476643
731.8,35955,2480235
731.9,35997,2483834
732.0,36039,2487435
732.1,36080,2491040
732.2,36121,2494652
732.3,36162,2498265
732.4,36203,2501885
732.5,36245,2505506
732.6,36286,2509132
732.7,36327,2512764
732.8,36369,2516398
732.9,36411,2520038
733.0,36452,2523680
733.1,36494,2527327
733.2,36536,2530979
733.3,36577,2534634
733.4,36619,2538295
733.5,36661,2541959
733.6,36703,2545626
733.7,36746,2549300
733.8,36788,2552975
733.9,36830,2556658
734.0,36872,2560342
734.1,36914,2564030
734.2,36956,2567725
734.3,36998,2571422
734.4,37040,2575125
734.5,37082,2578830
734.6,37125,2582540
734.7,37167,2586256
734.8,37210,2589974
734.9,37253,2593698
735.0,37296,2597425
735.1,37339,2601155
735.2,37382,2604893
735.3,37426,2608632
735.4,37469,2612379
735.5,37513,2616127
735.6,37557,2619879
735.7,37600,2623639
735.8,37644,2627400
735.9,37688,2631168
736.0,37731,2634938
736.1,37775,2638712
736.2,37819,2642493
736.3,37862,2646276
736.4,37906,2650066
736.5,37950,2653858
736.6,37994,2657654
736.7,38038,2661457
736.8,38082,2665263
736.9,38126,2669074
737.0,38170,2672888
737.1,38214,2676707
737.2,38258,2680532
737.3,38302,2684359
737.4,38346,2688192
737.5,38391,2692028
737.6,38435,2695869
737.7,38479,2699716
737.8,38523,2703565
737.9,38568,2707421
738.0,38612,2711279
738.1,38656,2715141
738.2,38701,2719011
738.3,38746,2722882
738.4,38790,2726760
738.5,38835,2730641
738.6,38880,2734525
738.7,38924,2738417
738.8,38969,2742311
738.9,39013,2746211
739.0,39058,2750114
739.1,39102,2754021
739.2,39147,2757935
739.3,39192,2761851
739.4,39237,2765774
739.5,39282,2769699
739.6,39327,2773628
739.7,39372,2777564
739.8,39417,2781503
739.9,39462,2785448
740.0,39508,2789396
740.1,39553,2793348
740.2,39598,2797307
740.3,39643,2801268
740.4,39688,2805236
740.5,39733,2809206
740.6,39778,2813181
740.7,39824,2817162
740.8,39869,2821146
740.9,39914,2825137
741.0,39959,2829129
741.1,40004,2833126
741.2,40049,2837131
741.3,40094,2841137
741.4,40139,2845150
741.5,40184,2849165
741.6,40228,2853185
741.7,40273,2857211
741.8,40318,2861240
741.9,40362,2865275
742.0,40407,2869313
742.1,40452,2873355
742.2,40496,2877404
742.3,40541,2881454
742.4,40586,2885512
742.5,40631,2889572
742.6,40675,2893636
742.7,40720,2897708
742.8,40765,2901781
742.9,40810,2905861
743.0,40854,2909943
743.1,40899,2914030
743.2,40944,2918124
743.3,40989,2922219
743.4,41033,2926322
743.5,41078,2930426
743.6,41123,2934535
743.7,41168,2938652
743.8,41213,2942770
743.9,41258,2946895
744.0,41302,2951022
744.1,41347,2955153
744.2,41392,2959292
744.3,41437,2963432
744.4,41482,2967580
744.5,41526,2971729
744.6,41571,2975883
744.7,41617,2980044
744.8,41662,2984207
744.9,41708,2988377
745.0,41754,2992549
